"pAge","pGender","pIMDquintile","state","pCohort","pEducationalLevel","pSEP","pRegion","pSocialHousing","pMentalHealthCondition","pAlcoholConsumption","pNRTUse","pYearsSinceQuit","pExpenditure","pECigUse","pVareniclineUse","pCigConsumptionPrequit","cAge","oAge","mAge","mGender","oEducationalLevel","oSEP","oGeographicLocality","oSocialHousing","cMentalHealthConditions","cAlcoholConsumption","oAlcoholConsumption","cPrescriptionNRT","mUseOfNRT","cEcigaretteUse","cCigConsumptionPrequit","mSpendingOnCig","cVareniclineUse","cCigAddictStrength","mEnjoymentOfSmoking","cUseOfBehaviourSupport","mIntentionToQuit","mDesireToStopSmoking","mNumberOfRecentQuitAttempts","mSmokerIdentity"
70,2,1,"never_smoker",9,7,3,6,1,0,7,NA,NA,200,2,1,0.333333333333333,70,70,70,2,7,3,6,1,0,7,7,NA,NA,1,0,200,1,1,NA,"0",1,2,5,2
57,1,1,"smoker",11,3,1,6,2,NA,9,NA,NA,33,1,2,2.42857142857143,57,57,57,1,3,1,6,2,NA,9,9,NA,NA,2,2,33,2,5,NA,"1",1,2,0,-1
18,1,1,"never_smoker",19,3,99,6,2,NA,5,NA,NA,78,2,2,26,18,18,18,1,3,99,6,2,NA,5,5,NA,NA,2,26,78,2,5,NA,"0",2,1,0,-1
32,2,1,"never_smoker",16,1,1,6,2,0,1,NA,NA,34,2,1,2.28571428571429,32,32,32,2,1,1,6,2,0,1,1,NA,NA,1,2,34,1,6,NA,"0",1,1,8,1
60,2,1,"never_smoker",11,2,1,6,1,NA,4,NA,NA,48,1,2,0.666666666666667,60,60,60,2,2,1,6,1,NA,4,4,NA,NA,2,0,48,2,1,NA,"1",2,1,4,1
37,2,1,"smoker",15,3,3,6,2,1,5,NA,NA,52,2,1,23,37,37,37,2,3,3,6,2,1,5,5,NA,NA,1,23,52,1,4,NA,"0",1,1,10,1
59,1,1,"never_smoker",11,2,3,6,2,NA,11,NA,NA,56,1,2,11.4285714285714,59,59,59,1,2,3,6,2,NA,11,11,NA,NA,1,11,56,2,6,NA,"1",2,2,9,-1
48,1,4,"never_smoker",13,3,2,8,2,NA,5,NA,NA,175,2,1,55,48,48,48,1,3,2,8,2,NA,5,5,NA,NA,1,55,175,1,2,NA,"0",1,1,2,1
36,2,1,"never_smoker",15,1,1,8,4,NA,5,NA,NA,20,2,1,16,36,36,36,2,1,1,8,4,NA,5,5,NA,NA,2,16,20,1,2,NA,"1",2,2,52,1
78,1,4,"smoker",7,7,3,8,4,0,11,NA,NA,19,1,2,55,78,78,78,1,7,3,8,4,0,11,11,NA,NA,1,55,19,2,2,NA,"0",1,1,52,2
62,1,2,"never_smoker",10,1,2,8,2,0,9,NA,NA,3,2,2,50,62,62,62,1,1,2,8,2,0,9,9,NA,NA,2,50,3,2,4,NA,"1",2,1,8,1
69,2,4,"never_smoker",9,4,2,8,1,0,6,NA,NA,19,1,1,21.4285714285714,69,69,69,2,4,2,8,1,0,6,6,NA,NA,2,21,19,1,4,NA,"1",1,2,9,1
56,2,2,"smoker",11,4,3,8,2,NA,4,NA,NA,76,2,1,0.714285714285714,56,56,56,2,4,3,8,2,NA,4,4,NA,NA,1,0,76,1,4,NA,"0",2,2,6,1
55,1,2,"smoker",11,4,2,8,2,0,2,NA,NA,28,1,2,18.5714285714286,55,55,55,1,4,2,8,2,0,2,2,NA,NA,2,18,28,2,6,NA,"1",1,1,4,2
23,2,2,"smoker",17,3,1,8,2,0,11,NA,NA,29,2,1,13.3333333333333,23,23,23,2,3,1,8,2,0,11,11,NA,NA,2,13,29,1,2,NA,"0",1,1,4,-1
55,2,2,"never_smoker",11,5,3,8,1,NA,5,NA,NA,23,2,2,0.428571428571429,55,55,55,2,5,3,8,1,NA,5,5,NA,NA,2,0,23,2,6,NA,"0",1,1,20,2
48,1,3,"never_smoker",13,4,2,2,2,NA,8,NA,NA,16,2,2,23,48,48,48,1,4,2,2,2,NA,8,8,NA,NA,2,23,16,2,1,NA,"0",2,2,8,2
50,2,3,"never_smoker",13,3,2,2,2,NA,7,NA,NA,84,1,2,16,50,50,50,2,3,2,2,2,NA,7,7,NA,NA,2,16,84,2,1,NA,"0",2,2,10,1
23,1,3,"never_smoker",17,2,2,2,2,NA,7,NA,NA,17,2,1,8.57142857142857,23,23,23,1,2,2,2,2,NA,7,7,NA,NA,2,8,17,1,3,NA,"0",1,1,6,-1
18,2,3,"never_smoker",19,3,2,2,2,NA,5,NA,NA,12,1,2,3,18,18,18,2,3,2,2,2,NA,5,5,NA,NA,2,3,12,2,1,NA,"0",1,1,6,-1
53,1,2,"smoker",11,1,3,2,2,NA,1,NA,NA,17,1,2,0.142857142857143,53,53,53,1,1,3,2,2,NA,1,1,NA,NA,2,0,17,2,3,NA,"1",2,1,0,2
20,2,2,"never_smoker",19,4,3,2,2,NA,5,NA,NA,24,1,2,14,20,20,20,2,4,3,2,2,NA,5,5,NA,NA,1,14,24,2,1,NA,"0",1,1,8,-1
50,2,3,"never_smoker",13,4,3,2,2,0,5,NA,NA,23,1,2,2.14285714285714,50,50,50,2,4,3,2,2,0,5,5,NA,NA,2,2,23,2,6,NA,"0",2,2,9,2
50,1,3,"never_smoker",13,4,3,2,2,0,4,NA,NA,130,1,2,1.14285714285714,50,50,50,1,4,3,2,2,0,4,4,NA,NA,1,1,130,2,4,NA,"0",1,1,6,2
49,2,3,"never_smoker",13,3,2,2,2,NA,1,NA,NA,16,1,2,25,49,49,49,2,3,2,2,2,NA,1,1,NA,NA,2,25,16,2,2,NA,"1",2,1,12,2
21,2,3,"never_smoker",19,3,2,2,2,NA,8,NA,NA,105,1,2,28.5714285714286,21,21,21,2,3,2,2,2,NA,8,8,NA,NA,2,28,105,2,5,NA,"1",2,2,10,2
53,1,3,"smoker",11,4,1,2,2,NA,5,NA,NA,5,2,2,33,53,53,53,1,4,1,2,2,NA,5,5,NA,NA,2,33,5,2,3,NA,"0",1,2,9,-1
46,1,3,"never_smoker",13,1,1,2,2,NA,9,NA,NA,23,1,1,12,46,46,46,1,1,1,2,2,NA,9,9,NA,NA,1,12,23,1,5,NA,"1",2,1,8,-1
41,2,3,"never_smoker",15,4,2,2,2,NA,8,NA,NA,6,1,1,0.857142857142857,41,41,41,2,4,2,2,2,NA,8,8,NA,NA,2,0,6,1,6,NA,"1",2,1,0,-1
64,2,4,"never_smoker",9,7,2,2,1,NA,5,NA,NA,14,1,2,14.2857142857143,64,64,64,2,7,2,2,1,NA,5,5,NA,NA,2,14,14,2,5,NA,"0",1,2,9,-1
62,2,2,"never_smoker",10,7,3,2,1,NA,9,NA,NA,130,2,2,24,62,62,62,2,7,3,2,1,NA,9,9,NA,NA,2,24,130,2,5,NA,"0",2,1,4,2
34,1,2,"never_smoker",15,3,3,2,1,NA,12,NA,NA,60,2,1,40,34,34,34,1,3,3,2,1,NA,12,12,NA,NA,1,40,60,1,2,NA,"1",1,1,52,1
53,2,4,"never_smoker",11,4,3,2,2,NA,5,NA,NA,8,2,2,17.1428571428571,53,53,53,2,4,3,2,2,NA,5,5,NA,NA,2,17,8,2,2,NA,"1",2,1,20,1
48,1,3,"never_smoker",13,4,3,2,2,NA,8,NA,NA,15,2,1,57.1428571428571,48,48,48,1,4,3,2,2,NA,8,8,NA,NA,2,57,15,1,5,NA,"0",2,1,2,1
44,2,1,"never_smoker",13,1,1,3,1,NA,11,NA,NA,41,1,2,26,44,44,44,2,1,1,3,1,NA,11,11,NA,NA,1,26,41,2,1,NA,"0",2,1,10,1
64,2,2,"never_smoker",9,7,2,3,1,0,5,NA,NA,22,2,2,7.85714285714286,64,64,64,2,7,2,3,1,0,5,5,NA,NA,1,7,22,2,2,NA,"0",1,2,1,2
69,1,2,"never_smoker",9,5,3,3,1,NA,5,NA,NA,25,1,1,10,69,69,69,1,5,3,3,1,NA,5,5,NA,NA,1,10,25,1,2,NA,"1",2,1,52,1
81,2,1,"never_smoker",7,7,3,3,1,0,3,NA,NA,30,1,1,5.71428571428571,81,81,81,2,7,3,3,1,0,3,3,NA,NA,2,5,30,1,4,NA,"0",2,1,8,-1
58,2,2,"never_smoker",11,4,2,3,1,NA,7,NA,NA,90,2,2,0.2,58,58,58,2,4,2,3,1,NA,7,7,NA,NA,2,0,90,2,1,NA,"1",1,1,9,2
55,1,2,"never_smoker",11,4,1,3,1,NA,5,NA,NA,60,1,2,22,55,55,55,1,4,1,3,1,NA,5,5,NA,NA,2,22,60,2,4,NA,"0",1,2,5,2
71,1,1,"never_smoker",9,4,1,3,1,NA,9,NA,NA,55,2,1,10.7142857142857,71,71,71,1,4,1,3,1,NA,9,9,NA,NA,2,10,55,1,2,NA,"1",2,2,3,1
53,2,1,"never_smoker",11,5,3,3,1,NA,5,NA,NA,37,2,2,55,53,53,53,2,5,3,3,1,NA,5,5,NA,NA,2,55,37,2,2,NA,"1",1,2,10,2
64,1,2,"never_smoker",9,2,3,3,1,NA,4,NA,NA,40,1,2,12.8571428571429,64,64,64,1,2,3,3,1,NA,4,4,NA,NA,1,12,40,2,3,NA,"0",2,1,52,-1
37,2,4,"never_smoker",15,2,2,5,2,NA,5,NA,NA,200,1,2,0.142857142857143,37,37,37,2,2,2,5,2,NA,5,5,NA,NA,2,0,200,2,4,NA,"0",2,2,20,2
42,1,4,"never_smoker",14,2,1,5,2,1,4,NA,NA,90,1,2,7.85714285714286,42,42,42,1,2,1,5,2,1,4,4,NA,NA,2,7,90,2,2,NA,"1",1,1,2,2
82,2,5,"never_smoker",6,7,2,5,4,0,4,NA,NA,14,1,2,2.42857142857143,82,82,82,2,7,2,5,4,0,4,4,NA,NA,2,2,14,2,2,NA,"1",1,1,12,1
40,2,2,"never_smoker",15,7,3,5,2,NA,4,NA,NA,130,1,1,19,40,40,40,2,7,3,5,2,NA,4,4,NA,NA,2,19,130,1,3,NA,"1",1,1,12,1
50,1,4,"smoker",13,1,1,5,2,NA,12,NA,NA,56,1,2,13.3333333333333,50,50,50,1,1,1,5,2,NA,12,12,NA,NA,1,13,56,2,2,NA,"0",1,1,20,1
73,2,2,"never_smoker",7,7,3,5,1,0,1,NA,NA,42,2,1,13,73,73,73,2,7,3,5,1,0,1,1,NA,NA,2,13,42,1,6,NA,"1",1,2,10,-1
64,2,2,"never_smoker",9,7,3,5,1,0,6,NA,NA,34,1,2,40,64,64,64,2,7,3,5,1,0,6,6,NA,NA,1,40,34,2,1,NA,"0",2,1,0,-1
74,1,1,"never_smoker",7,7,1,5,1,0,5,NA,NA,31,1,1,18.5714285714286,74,74,74,1,7,1,5,1,0,5,5,NA,NA,1,18,31,1,5,NA,"0",2,2,6,-1
73,2,1,"never_smoker",7,7,3,5,1,0,4,NA,NA,7,2,1,7.85714285714286,73,73,73,2,7,3,5,1,0,4,4,NA,NA,2,7,7,1,1,NA,"1",2,1,10,1
67,1,1,"never_smoker",9,4,2,8,2,0,7,NA,NA,86,2,1,2.85714285714286,67,67,67,1,4,2,8,2,0,7,7,NA,NA,1,2,86,1,4,NA,"0",2,2,20,1
66,2,1,"never_smoker",9,7,3,8,2,0,4,NA,NA,45,1,1,2.14285714285714,66,66,66,2,7,3,8,2,0,4,4,NA,NA,1,2,45,1,2,NA,"0",2,1,7,-1
67,2,1,"never_smoker",9,7,3,8,1,0,5,NA,NA,12,2,2,18,67,67,67,2,7,3,8,1,0,5,5,NA,NA,1,18,12,2,3,NA,"1",2,2,8,-1
60,2,2,"never_smoker",11,7,2,8,1,0,6,NA,NA,55,1,1,20,60,60,60,2,7,2,8,1,0,6,6,NA,NA,2,20,55,1,6,NA,"0",1,1,6,1
62,2,2,"never_smoker",10,4,2,8,1,0,5,NA,NA,49,1,2,0.0666666666666667,62,62,62,2,4,2,8,1,0,5,5,NA,NA,2,0,49,2,2,NA,"0",1,2,52,-1
58,2,4,"never_smoker",11,4,2,7,2,NA,5,NA,NA,21,1,1,27,58,58,58,2,4,2,7,2,NA,5,5,NA,NA,1,27,21,1,5,NA,"0",2,1,12,-1
21,2,4,"never_smoker",19,3,3,7,2,NA,5,NA,NA,23,2,2,0.142857142857143,21,21,21,2,3,3,7,2,NA,5,5,NA,NA,2,0,23,2,4,NA,"1",2,1,7,1
52,2,2,"never_smoker",12,5,1,8,2,0,5,NA,NA,-1,2,2,45,52,52,52,2,5,1,8,2,0,5,5,NA,NA,2,45,-1,2,5,NA,"0",2,1,4,-1
19,1,2,"never_smoker",19,2,3,8,2,1,5,NA,NA,160,2,1,11.4285714285714,19,19,19,1,2,3,8,2,1,5,5,NA,NA,2,11,160,1,5,NA,"0",1,1,6,2
23,2,1,"smoker",17,4,3,4,2,NA,5,NA,NA,105,1,2,9,23,23,23,2,4,3,4,2,NA,5,5,NA,NA,2,9,105,2,4,NA,"0",1,1,7,-1
31,1,1,"smoker",17,2,3,4,2,NA,5,NA,NA,63,1,1,45,31,31,31,1,2,3,4,2,NA,5,5,NA,NA,2,45,63,1,4,NA,"0",2,2,5,2
45,2,2,"smoker",13,3,3,4,2,0,5,NA,NA,70,1,1,2.57142857142857,45,45,45,2,3,3,4,2,0,5,5,NA,NA,2,2,70,1,5,NA,"0",2,2,20,-1
49,1,2,"never_smoker",13,1,1,4,1,NA,8,NA,NA,65,1,1,6,49,49,49,1,1,1,4,1,NA,8,8,NA,NA,1,6,65,1,6,NA,"0",2,2,4,2
69,2,1,"never_smoker",9,3,2,4,1,NA,8,NA,NA,16,2,2,0.857142857142857,69,69,69,2,3,2,4,1,NA,8,8,NA,NA,2,0,16,2,2,NA,"1",1,2,4,1
75,1,2,"never_smoker",7,3,2,4,4,NA,5,NA,NA,15,1,2,7.85714285714286,75,75,75,1,3,2,4,4,NA,5,5,NA,NA,1,7,15,2,2,NA,"0",1,2,6,2
32,1,2,"smoker",16,3,2,4,4,NA,11,NA,NA,41,2,1,3.57142857142857,32,32,32,1,3,2,4,4,NA,11,11,NA,NA,2,3,41,1,6,NA,"1",2,1,12,1
72,2,2,"never_smoker",8,2,1,4,1,0,5,NA,NA,105,2,1,2.85714285714286,72,72,72,2,2,1,4,1,0,5,5,NA,NA,1,2,105,1,2,NA,"1",1,2,9,2
50,2,1,"never_smoker",13,4,3,4,2,NA,4,NA,NA,52,1,1,4.28571428571429,50,50,50,2,4,3,4,2,NA,4,4,NA,NA,1,4,52,1,4,NA,"0",1,2,0,1
38,2,1,"never_smoker",15,1,2,4,2,NA,5,NA,NA,55,1,2,21.4285714285714,38,38,38,2,1,2,4,2,NA,5,5,NA,NA,2,21,55,2,5,NA,"1",1,2,6,2
70,2,2,"never_smoker",9,4,2,4,1,NA,6,NA,NA,27,2,1,7.85714285714286,70,70,70,2,4,2,4,1,NA,6,6,NA,NA,2,7,27,1,6,NA,"1",1,2,7,2
73,1,2,"never_smoker",7,1,1,1,1,0,11,NA,NA,9,1,2,0.0666666666666667,73,73,73,1,1,1,1,1,0,11,11,NA,NA,1,0,9,2,1,NA,"0",1,2,0,1
70,2,2,"never_smoker",9,1,2,1,1,0,5,NA,NA,26,2,2,27,70,70,70,2,1,2,1,1,0,5,5,NA,NA,1,27,26,2,3,NA,"0",1,2,7,1
55,2,2,"never_smoker",11,1,99,1,2,NA,10,NA,NA,15,2,1,55,55,55,55,2,1,99,1,2,NA,10,10,NA,NA,1,55,15,1,5,NA,"0",1,2,5,-1
55,1,2,"never_smoker",11,2,3,1,2,NA,11,NA,NA,63,2,1,21.4285714285714,55,55,55,1,2,3,1,2,NA,11,11,NA,NA,2,21,63,1,1,NA,"1",2,1,10,-1
30,2,4,"never_smoker",17,3,3,1,1,0,5,NA,NA,27,2,1,0.857142857142857,30,30,30,2,3,3,1,1,0,5,5,NA,NA,2,0,27,1,1,NA,"0",2,2,1,1
29,1,2,"never_smoker",17,3,3,1,2,NA,10,NA,NA,18,2,2,0.285714285714286,29,29,29,1,3,3,1,2,NA,10,10,NA,NA,1,0,18,2,3,NA,"0",1,2,9,2
67,2,3,"smoker",9,4,3,1,1,NA,5,NA,NA,100,2,1,3.33333333333333,67,67,67,2,4,3,1,1,NA,5,5,NA,NA,2,3,100,1,3,NA,"0",2,1,20,2
67,2,2,"never_smoker",9,1,1,1,1,NA,1,NA,NA,77,1,2,9,67,67,67,2,1,1,1,1,NA,1,1,NA,NA,1,9,77,2,3,NA,"1",1,1,9,1
57,1,5,"never_smoker",11,7,1,5,4,1,6,NA,NA,18,1,2,2.85714285714286,57,57,57,1,7,1,5,4,1,6,6,NA,NA,2,2,18,2,5,NA,"1",1,1,6,1
57,2,5,"never_smoker",11,7,1,5,1,0,4,NA,NA,41,1,2,28,57,57,57,2,7,1,5,1,0,4,4,NA,NA,2,28,41,2,5,NA,"0",2,2,3,-1
31,2,4,"never_smoker",17,2,2,5,2,0,4,NA,NA,210,2,1,0.0666666666666667,31,31,31,2,2,2,5,2,0,4,4,NA,NA,1,0,210,1,4,NA,"1",1,2,7,-1
32,1,4,"never_smoker",16,4,1,5,2,NA,5,NA,NA,1,1,2,0.428571428571429,32,32,32,1,4,1,5,2,NA,5,5,NA,NA,2,0,1,2,1,NA,"0",1,2,1,2
24,2,5,"never_smoker",17,3,3,5,4,0,5,NA,NA,16,2,1,28,24,24,24,2,3,3,5,4,0,5,5,NA,NA,2,28,16,1,1,NA,"1",1,2,0,2
53,2,4,"smoker",11,7,1,5,4,NA,5,NA,NA,84,2,1,30,53,53,53,2,7,1,5,4,NA,5,5,NA,NA,2,30,84,1,6,NA,"0",1,2,7,-1
27,2,5,"smoker",17,4,3,5,4,NA,8,NA,NA,30,1,1,7.14285714285714,27,27,27,2,4,3,5,4,NA,8,8,NA,NA,2,7,30,1,1,NA,"0",1,2,52,-1
35,1,5,"smoker",15,4,3,5,4,NA,11,NA,NA,21,2,1,1.71428571428571,35,35,35,1,4,3,5,4,NA,11,11,NA,NA,1,1,21,1,1,NA,"0",2,1,4,1
55,1,5,"never_smoker",11,4,3,5,4,0,4,NA,NA,77,2,1,45,55,55,55,1,4,3,5,4,0,4,4,NA,NA,2,45,77,1,4,NA,"1",2,2,0,1
49,2,1,"never_smoker",13,4,2,2,1,NA,5,NA,NA,140,2,2,0.571428571428571,49,49,49,2,4,2,2,1,NA,5,5,NA,NA,1,0,140,2,1,NA,"0",2,2,3,2
18,2,1,"never_smoker",19,3,99,2,1,0,5,NA,NA,25,2,2,22,18,18,18,2,3,99,2,1,0,5,5,NA,NA,1,22,25,2,5,NA,"0",1,2,5,1
36,2,1,"never_smoker",15,1,1,2,2,NA,5,NA,NA,2,2,2,28,36,36,36,2,1,1,2,2,NA,5,5,NA,NA,2,28,2,2,5,NA,"1",2,1,3,-1
36,1,1,"never_smoker",15,1,1,2,2,NA,5,NA,NA,34,1,1,0.142857142857143,36,36,36,1,1,1,2,2,NA,5,5,NA,NA,1,0,34,1,1,NA,"0",1,1,9,-1
52,2,4,"never_smoker",12,4,3,2,2,0,5,NA,NA,43,2,1,20,52,52,52,2,4,3,2,2,0,5,5,NA,NA,1,20,43,1,6,NA,"1",2,1,10,-1
25,2,4,"smoker",17,5,2,2,2,NA,8,NA,NA,90,1,1,39,25,25,25,2,5,2,2,2,NA,8,8,NA,NA,1,39,90,1,5,NA,"1",2,1,8,2
21,1,4,"never_smoker",19,4,3,2,2,NA,7,NA,NA,32,2,1,18.5714285714286,21,21,21,1,4,3,2,2,NA,7,7,NA,NA,2,18,32,1,1,NA,"0",1,1,9,2
21,2,4,"never_smoker",19,4,3,2,2,NA,NA,NA,NA,70,1,2,28,21,21,21,2,4,3,2,2,NA,NA,NA,NA,NA,1,28,70,2,6,NA,"0",1,1,8,2
49,1,1,"never_smoker",13,2,3,2,2,0,8,NA,NA,20,1,1,8,49,49,49,1,2,3,2,2,0,8,8,NA,NA,1,8,20,1,4,NA,"0",1,2,8,1
50,2,1,"never_smoker",13,4,1,2,2,0,5,NA,NA,200,1,2,0.285714285714286,50,50,50,2,4,1,2,2,0,5,5,NA,NA,2,0,200,2,2,NA,"0",2,1,4,-1
29,2,1,"never_smoker",17,1,1,2,2,NA,5,NA,NA,120,2,1,3.42857142857143,29,29,29,2,1,1,2,2,NA,5,5,NA,NA,2,3,120,1,3,NA,"1",2,1,7,2
34,1,1,"never_smoker",15,1,1,2,2,NA,5,NA,NA,22,1,1,0.2,34,34,34,1,1,1,2,2,NA,5,5,NA,NA,1,0,22,1,1,NA,"1",1,2,2,1
59,2,4,"never_smoker",11,5,3,2,1,NA,4,NA,NA,140,1,2,17.8571428571429,59,59,59,2,5,3,2,1,NA,4,4,NA,NA,2,17,140,2,1,NA,"1",1,2,9,2
58,1,4,"never_smoker",11,7,3,2,1,0,4,NA,NA,9998,2,2,17,58,58,58,1,7,3,2,1,0,4,4,NA,NA,1,17,9998,2,3,NA,"1",1,1,4,-1
80,2,1,"never_smoker",7,7,2,2,1,0,4,NA,NA,56,2,2,22.8571428571429,80,80,80,2,7,2,2,1,0,4,4,NA,NA,2,22,56,2,4,NA,"0",2,2,10,-1
85,1,1,"never_smoker",5,1,1,2,1,0,4,NA,NA,31,1,1,10,85,85,85,1,1,1,2,1,0,4,4,NA,NA,1,10,31,1,6,NA,"1",1,2,20,1
73,1,5,"smoker",7,7,2,9,4,0,4,NA,NA,28,2,1,3.57142857142857,73,73,73,1,7,2,9,4,0,4,4,NA,NA,1,3,28,1,6,NA,"1",1,1,3,-1
70,2,4,"never_smoker",9,4,2,9,1,NA,4,NA,NA,56,1,2,1.42857142857143,70,70,70,2,4,2,9,1,NA,4,4,NA,NA,1,1,56,2,5,NA,"1",2,2,12,2
58,1,4,"never_smoker",11,4,2,9,1,NA,8,NA,NA,210,1,1,0.142857142857143,58,58,58,1,4,2,9,1,NA,8,8,NA,NA,2,0,210,1,6,NA,"0",1,2,52,1
40,1,4,"smoker",15,4,3,9,2,NA,9,NA,NA,105,2,1,30,40,40,40,1,4,3,9,2,NA,9,9,NA,NA,2,30,105,1,3,NA,"0",1,2,52,1
30,2,4,"smoker",17,1,2,9,4,NA,4,NA,NA,41,2,2,0.714285714285714,30,30,30,2,1,2,9,4,NA,4,4,NA,NA,2,0,41,2,1,NA,"0",2,1,10,2
29,1,4,"smoker",17,5,2,9,4,NA,6,NA,NA,42,2,2,5.71428571428571,29,29,29,1,5,2,9,4,NA,6,6,NA,NA,2,5,42,2,6,NA,"0",1,2,4,1
29,2,1,"never_smoker",17,1,1,6,4,NA,5,NA,NA,30,2,2,28.5714285714286,29,29,29,2,1,1,6,4,NA,5,5,NA,NA,2,28,30,2,6,NA,"1",1,2,9,2
29,1,1,"never_smoker",17,1,1,6,4,NA,5,NA,NA,56,1,1,10.7142857142857,29,29,29,1,1,1,6,4,NA,5,5,NA,NA,2,10,56,1,6,NA,"1",1,2,0,-1
44,1,2,"smoker",13,1,2,6,2,0,9,NA,NA,105,1,2,1.71428571428571,44,44,44,1,1,2,6,2,0,9,9,NA,NA,1,1,105,2,3,NA,"0",2,1,2,1
48,1,3,"smoker",13,1,3,6,4,NA,5,NA,NA,18,2,1,17.8571428571429,48,48,48,1,1,3,6,4,NA,5,5,NA,NA,1,17,18,1,5,NA,"1",1,2,5,-1
78,2,3,"never_smoker",7,6,2,6,4,0,2,NA,NA,25,1,2,39,78,78,78,2,6,2,6,4,0,2,2,NA,NA,2,39,25,2,4,NA,"1",1,1,6,2
82,2,1,"never_smoker",6,7,3,6,1,0,4,NA,NA,56,1,1,100,82,82,82,2,7,3,6,1,0,4,4,NA,NA,2,100,56,1,5,NA,"0",2,2,52,-1
44,2,2,"never_smoker",13,1,2,6,2,0,5,NA,NA,72,1,2,2,44,44,44,2,1,2,6,2,0,5,5,NA,NA,1,2,72,2,1,NA,"1",1,2,1,-1
46,1,2,"never_smoker",13,1,1,6,2,NA,7,NA,NA,8,2,2,14.2857142857143,46,46,46,1,1,1,6,2,NA,7,7,NA,NA,2,14,8,2,3,NA,"1",2,1,6,2
48,1,2,"never_smoker",13,2,1,6,4,0,8,NA,NA,50,2,1,3,48,48,48,1,2,1,6,4,0,8,8,NA,NA,1,3,50,1,6,NA,"1",2,2,20,-1
39,2,2,"smoker",15,2,2,6,4,NA,5,NA,NA,175,1,1,30,39,39,39,2,2,2,6,4,NA,5,5,NA,NA,2,30,175,1,6,NA,"0",1,1,20,2
42,1,2,"never_smoker",14,3,1,6,4,NA,5,NA,NA,105,1,2,24,42,42,42,1,3,1,6,4,NA,5,5,NA,NA,2,24,105,2,6,NA,"1",1,1,20,1
40,1,2,"never_smoker",15,4,1,6,2,NA,8,NA,NA,8,2,1,26,40,40,40,1,4,1,6,2,NA,8,8,NA,NA,2,26,8,1,6,NA,"1",2,2,2,2
22,1,5,"never_smoker",18,1,99,1,4,NA,12,NA,NA,63,2,1,1.42857142857143,22,22,22,1,1,99,1,4,NA,12,12,NA,NA,1,1,63,1,1,NA,"1",1,2,9,-1
26,2,5,"never_smoker",17,2,NA,1,4,NA,11,NA,NA,22,1,2,9,26,26,26,2,2,NA,1,4,NA,11,11,NA,NA,1,9,22,2,4,NA,"0",2,1,20,2
26,1,5,"never_smoker",17,2,2,1,4,NA,8,NA,NA,35,2,2,5.71428571428571,26,26,26,1,2,2,1,4,NA,8,8,NA,NA,2,5,35,2,6,NA,"1",2,2,1,1
20,1,5,"smoker",19,2,3,1,4,NA,12,NA,NA,5,2,2,22,20,20,20,1,2,3,1,4,NA,12,12,NA,NA,2,22,5,2,6,NA,"0",1,1,52,-1
19,2,5,"never_smoker",19,3,99,1,4,NA,8,NA,NA,175,2,1,7.85714285714286,19,19,19,2,3,99,1,4,NA,8,8,NA,NA,2,7,175,1,6,NA,"1",2,2,9,2
19,1,5,"never_smoker",19,3,99,1,4,NA,9,NA,NA,210,2,1,18.5714285714286,19,19,19,1,3,99,1,4,NA,9,9,NA,NA,2,18,210,1,2,NA,"0",2,1,52,-1
39,1,5,"never_smoker",15,1,2,1,2,NA,10,NA,NA,11,1,1,0.285714285714286,39,39,39,1,1,2,1,2,NA,10,10,NA,NA,2,0,11,1,6,NA,"1",2,2,4,2
39,1,4,"never_smoker",15,1,1,1,2,0,9,NA,NA,2,1,1,13.3333333333333,39,39,39,1,1,1,1,2,0,9,9,NA,NA,1,13,2,1,1,NA,"1",1,2,12,2
32,2,4,"never_smoker",16,1,1,1,2,NA,7,NA,NA,86,2,2,12.8571428571429,32,32,32,2,1,1,1,2,NA,7,7,NA,NA,2,12,86,2,6,NA,"1",1,1,5,1
53,2,4,"never_smoker",11,3,2,1,2,NA,6,NA,NA,16,2,1,25,53,53,53,2,3,2,1,2,NA,6,6,NA,NA,2,25,16,1,5,NA,"0",1,1,1,-1
76,2,4,"never_smoker",7,7,3,1,1,0,2,NA,NA,46,2,2,55,76,76,76,2,7,3,1,1,0,2,2,NA,NA,1,55,46,2,3,NA,"1",2,2,3,1
30,2,4,"smoker",17,4,3,1,4,NA,5,NA,NA,28,2,1,3,30,30,30,2,4,3,1,4,NA,5,5,NA,NA,1,3,28,1,6,NA,"0",2,2,6,1
32,1,4,"never_smoker",16,2,1,1,4,NA,4,NA,NA,175,1,1,17,32,32,32,1,2,1,1,4,NA,4,4,NA,NA,2,17,175,1,3,NA,"1",2,1,12,2
63,2,5,"smoker",9,7,3,1,1,NA,8,NA,NA,40,2,1,3.33333333333333,63,63,63,2,7,3,1,1,NA,8,8,NA,NA,2,3,40,1,1,NA,"0",2,2,12,-1
28,2,4,"smoker",17,4,2,1,4,1,12,NA,NA,78,1,2,5.71428571428571,28,28,28,2,4,2,1,4,1,12,12,NA,NA,1,5,78,2,6,NA,"1",1,2,1,-1
33,1,5,"smoker",15,5,3,1,2,0,12,NA,NA,37,2,1,10,33,33,33,1,5,3,1,2,0,12,12,NA,NA,1,10,37,1,6,NA,"0",1,2,20,-1
